day,clue,answer,length,date
4,Flat screen?,TELLY,5,2019-06-07
4,"John ___, secret identity of the Lone Ranger",REID,4,2019-06-07
4,Assembly,DIET,4,2019-06-07
4,Outline in the Arby's logo,HAT,3,2019-06-07
4,"What ""Mac"" means",SONOF,5,2019-06-07
4,United Christendom movement,ECUMENISM,9,2019-06-07
4,More than nods,NAPS,4,2019-06-07
4,Western sidekick,PARDNER,7,2019-06-07
4,To a tee,JUSTSO,6,2019-06-07
4,Overlooks,LEDGES,6,2019-06-07
4,Warrant,ENTITLE,7,2019-06-07
4,Wife of Albert Einstein,ELSA,4,2019-06-07
4,They discuss texts,BOOKCLUBS,9,2019-06-07
4,Western city that shares its name with a tree,ASPEN,5,2019-06-07
4,Kind of replication,RNA,3,2019-06-07
4,"One of the friends on ""Friends""",ROSS,4,2019-06-07
4,Kotb on morning TV,HODA,4,2019-06-07
4,Key presenter,MAYOR,5,2019-06-07
4,Baseball's Buck,ONEIL,5,2019-06-07
4,Track advantage,TIP,3,2019-06-07
4,"Dr. Seuss's ""And to Think That ___ It on Mulberry Street""",ISAW,4,2019-06-07
4,All-comers' discussion,OPENDEBATE,10,2019-06-07
4,Popular assistant,SIRI,4,2019-06-07
4,One who's seen but not heard? Just the opposite!,VOICEACTOR,10,2019-06-07
4,Delicacy,TACT,4,2019-06-07
4,Sleep ___,APNEA,5,2019-06-07
4,"""Boy Meets World"" boy",CORY,4,2019-06-07
4,Depths,NADIRS,6,2019-06-07
4,Famous play call?,OROMEO,6,2019-06-07
4,One side in the Brexit vote,REMAIN,6,2019-06-07
4,Answer to one's mate,AYE,3,2019-06-07
4,Became one,FUSED,5,2019-06-07
4,Great pains,AGONIES,7,2019-06-07
4,Early Nahuatl speaker,TOLTEC,6,2019-06-07
4,"Elevate, redundantly",HOISTUP,7,2019-06-07
4,Mention as an afterthought,ADD,3,2019-06-07
4,Stiff a restaurant,DINEANDDASH,11,2019-06-07
4,"Doing grown-up things, in modern lingo",ADULTING,8,2019-06-07
4,Ring,TOLL,4,2019-06-07
4,Entente member,ALLY,4,2019-06-07
4,Lead-in to a meal?,OAT,3,2019-06-07
4,May in England,THERESA,7,2019-06-07
4,"""No kidding!""",DONTIKNOWIT,11,2019-06-07
4,Speedster,FASTCAR,7,2019-06-07
4,___ of America,MALL,4,2019-06-07
4,Take in,SEE,3,2019-06-07
4,Questionnaire check box option,MRS,3,2019-06-07
4,Exit ___,POLL,4,2019-06-07
4,Bush in Florida,JEB,3,2019-06-07
4,Game with a discard pile,UNO,3,2019-06-07
4,Something that might build character over time?,STORYARC,8,2019-06-07
4,Ace of Base genre,EUROPOP,7,2019-06-07
4,Heart,ESSENCE,7,2019-06-07
4,Steak option,BONEIN,6,2019-06-07
4,Eye site,POTATO,6,2019-06-07
4,One going over the line,EDITOR,6,2019-06-07
4,Table linens,NAPERY,6,2019-06-07
4,"The Beatles' ""Hey Jude"" vis-à-vis ""Revolution""",SIDEA,5,2019-06-07
4,Navigation hazard,MIST,4,2019-06-07
4,Land east of the Suez Canal,ASIA,4,2019-06-07
4,Verdant expanse,LEA,3,2019-06-07
4,Results of oogenesis,OVA,3,2019-06-07
4,"Include surreptitiously, in a way",BCC,3,2019-06-07
5,Tech's character set,ASCII,5,2019-06-08
5,City on a gulf of the same name,ADEN,4,2019-06-08
5,Blow,MUFF,4,2019-06-08
5,"Tip, say",THANK,5,2019-06-08
5,___ war (conflict unlikely to hurt anyone),NERF,4,2019-06-08
5,Letters on a crucifix,INRI,4,2019-06-08
5,Oxymoronic break,WORKINGVACATION,15,2019-06-08
5,Love lines?,ODE,3,2019-06-08
5,Passes (out),DOLES,5,2019-06-08
5,It's a gas,OZONE,5,2019-06-08
5,Had more than one could handle,ODED,4,2019-06-08
5,Sleepy still?,CEL,3,2019-06-08
5,Brief flashes,GLINTS,6,2019-06-08
5,Slacker's opposite,DYNAMO,6,2019-06-08
5,Stick in the dugout,OAR,3,2019-06-08
5,"Abbr. after U.S.M.C., maybe",RET,3,2019-06-08
5,"Was patronizing, in a way",MANSPLAINED,11,2019-06-08
5,Room backstage at a playhouse,COSTUMESHOP,11,2019-06-08
5,Step-by-step instructions?,DANCELESSON,11,2019-06-08
5,Bit of fudge?,FIB,3,2019-06-08
5,Pleasant forecast,SUN,3,2019-06-08
5,Palynologists study them,SPORES,6,2019-06-08
5,Bit of fishing equipment,EELPOT,6,2019-06-08
5,"Part of Michelangelo's ""David"" once maliciously broken with a hammer",TOE,3,2019-06-08
5,"Send a revealing image, say",SEXT,4,2019-06-08
5,Stock holding,STEER,5,2019-06-08
5,Green film character,SHREK,5,2019-06-08
5,"Chance to take stock, for short",IPO,3,2019-06-08
5,Coinage of 2000,SACAGAWEADOLLAR,15,2019-06-08
5,Risk territory bordering Ukraine and Afghanistan,URAL,4,2019-06-08
5,Quash,HALT,4,2019-06-08
5,"Star of ""North Dallas Forty,"" 1979",NOLTE,5,2019-06-08
5,Public firing?,PYRE,4,2019-06-08
5,Having the resources,ABLE,4,2019-06-08
5,Wide gap,ABYSS,5,2019-06-08
5,"""The Handmaid's Tale"" novelist",ATWOOD,6,2019-06-08
5,Poorly crafted,SHODDY,6,2019-06-08
5,Proceed wildly,CAREEN,6,2019-06-08
5,Newspaper coverage,INK,3,2019-06-08
5,"""Just playing""",IKID,4,2019-06-08
5,Cinematographer's consideration,ANGLE,5,2019-06-08
5,"Long gestation for a film, informally",DEVELOPMENTHELL,15,2019-06-08
5,They often start with elections,ERAS,4,2019-06-08
5,"Rams home, for short",NFC,3,2019-06-08
5,Actress/singer Gaynor,MITZI,5,2019-06-08
5,Local leader,UNIONREP,8,2019-06-08
5,Led,FRONTED,7,2019-06-08
5,Descriptor for a police force,FINEST,6,2019-06-08
5,Plea bargain component,NOCONTEST,9,2019-06-08
5,Sister company of Yahoo,AOL,3,2019-06-08
5,One of the Wayans brothers,DAMON,5,2019-06-08
5,Nursery bagful,GRASSSEED,9,2019-06-08
5,Foreign language dictionary abbr.,MASC,4,2019-06-08
5,Porters may be found near them,ALES,4,2019-06-08
5,"___ Sea, body of water between Borneo and the Philippines",SULU,4,2019-06-08
5,Rabbit's favorite chain restaurant?,IHOP,4,2019-06-08
5,List from an etiquette expert,NONOS,5,2019-06-08
5,Symbol of San Francisco,CABLECAR,8,2019-06-08
5,Like some laws,DIETARY,7,2019-06-08
5,"Finally admit, say",FESSUP,6,2019-06-08
5,"Ignatius J. ___, protagonist in ""A Confederacy of Dunces""",REILLY,6,2019-06-08
5,"Many Lost Generation poets, briefly",EXPATS,6,2019-06-08
5,Puts away,STORES,6,2019-06-08
5,"Norman Vincent ___, best-selling motivational writer",PEALE,5,2019-06-08
5,Web address ender,ORG,3,2019-06-08
5,Keynote,ORATE,5,2019-06-08
5,Tar,SWAB,4,2019-06-08
5,High-quality coffee variety,KONA,4,2019-06-08
5,___ moment,AHA,3,2019-06-08
5,Easy pitch,LOB,3,2019-06-08
6,Exaggerated virility,MACHISMO,8,2019-06-09
6,Effortless assimilation,OSMOSIS,7,2019-06-09
6,Alternatives to H.S. diplomas,GEDS,4,2019-06-09
6,Surgical removal procedure,ABLATION,8,2019-06-09
6,What might raise the roof?,TORNADO,7,2019-06-09
6,"Come down, in a way",RAIN,4,2019-06-09
6,Line never said by 58-Across,FLYMYPRETTIESFLY,16,2019-06-09
6,Columnist Bombeck,ERMA,4,2019-06-09
6,"Birth control option, briefly",IUD,3,2019-06-09
6,"""Please hold the line""",STAYON,6,2019-06-09
6,Shopping center?,PEES,4,2019-06-09
6,Excerpt,CLIP,4,2019-06-09
6,Subjects of expertise,AREAS,5,2019-06-09
6,"Lay an egg, say",ERR,3,2019-06-09
6,"Targets on ""chest day""",PECS,4,2019-06-09
6,Hollers,HOOTS,5,2019-06-09
6,Line never said by 83-Across,BEAMMEUPSCOTTY,14,2019-06-09
6,Lobster ___ diavolo,FRA,3,2019-06-09
6,Official language of a U.S. territory,SAMOAN,6,2019-06-09
6,Medical research org.,NIH,3,2019-06-09
6,"""Gotcha, man!""",IDIGIT,6,2019-06-09
6,"December 31, e.g.",EVE,3,2019-06-09
6,Diminutive for Theresa,TESS,4,2019-06-09
6,Takes the plunge,LEAPS,5,2019-06-09
6,"Will who played Grandpa Walton on ""The Waltons""",GEER,4,2019-06-09
6,Big name in applesauce,MOTT,4,2019-06-09
6,"Film villain who never said 23-Across, with ""the""",WICKEDWITCH,11,2019-06-09
6,Some purchasers of expensive gowns,DEBS,4,2019-06-09
6,Manhattan's ___ Stadium,ICAHN,5,2019-06-09
6,"The ""E"" in Q.E.D.",ERAT,4,2019-06-09
6,Noses out?,SNOUTS,6,2019-06-09
6,Counterpart of pitch,YAW,3,2019-06-09
6,Prefix with -lepsy,NARCO,5,2019-06-09
6,Title for two Beatles,SIR,3,2019-06-09
6,"___-Locka, Fla.",OPA,3,2019-06-09
6,"Try, in a way",TASTE,5,2019-06-09
6,Woodworker's tool,ADZ,3,2019-06-09
6,Digital image format,BITMAP,6,2019-06-09
6,3:00,EAST,4,2019-06-09
6,Willowy,LITHE,5,2019-06-09
6,Washer/dryer unit,LOAD,4,2019-06-09
6,Commander who never said 36-Across,CAPTAINKIRK,11,2019-06-09
6,Former Mississippi senator Trent,LOTT,4,2019-06-09
6,The first recorded one was noted by the Greek scientist Hipparchus in 134 B.C.,NOVA,4,2019-06-09
6,2014 hit film featuring Oprah Winfrey,SELMA,5,2019-06-09
6,Announcement from a band,TOUR,4,2019-06-09
6,Colorful fish,KOI,3,2019-06-09
6,Surveillance aid,SPYCAM,6,2019-06-09
6,Word before check or drop,MIC,3,2019-06-09
6,Overnighter,REDEYE,6,2019-06-09
6,Chinese principle,TAO,3,2019-06-09
6,TV detective who never said 121-Across,SERGEANTFRIDAY,14,2019-06-09
6,Exercise done while sitting,ETUDE,5,2019-06-09
6,Wax holders,EARS,4,2019-06-09
6,What a plus sign may indicate,ION,3,2019-06-09
6,Belief of Benjamin Franklin,DEISM,5,2019-06-09
6,Already: Fr.,DEJA,4,2019-06-09
6,Lhasa ___,APSO,4,2019-06-09
6,May ordeal for some H.S. students,APEXAM,6,2019-06-09
6,N.Y. engineering sch.,RPI,3,2019-06-09
6,Pop singer Jason,MRAZ,4,2019-06-09
6,Line never said by 99-Across,JUSTTHEFACTSMAAM,16,2019-06-09
6,Last of the Stuarts,ANNE,4,2019-06-09
6,Thoroughly enjoyed something,ATEITUP,7,2019-06-09
6,Birth,NASCENCE,8,2019-06-09
6,Obstinate responses,NOES,4,2019-06-09
6,"""Oh, lordy!""",MERCYME,7,2019-06-09
6,"Corporations and partnerships, e.g.",ENTITIES,8,2019-06-09
6,Secret society,MAFIA,5,2019-06-09
6,Moving too quickly to be seen clearly,ABLUR,5,2019-06-09
6,Half of an old crime duo,CLYDE,5,2019-06-09
6,Croque-monsieur ingredient,HAM,3,2019-06-09
6,Plural suffix?,ITY,3,2019-06-09
6,Drinks in moderation,SIPS,4,2019-06-09
6,Post-___,MORTEM,6,2019-06-09
6,Difficult kind of push-up,ONEARM,6,2019-06-09
6,German artist Dix,OTTO,4,2019-06-09
6,"""___ Love"" (Cole Porter song)",SOIN,4,2019-06-09
6,G.I. grub,MRE,3,2019-06-09
6,Without a buyer lined up,ONSPEC,6,2019-06-09
6,Seattle-based insurance giant,SAFECO,6,2019-06-09
6,Least productive,IDLEST,6,2019-06-09
6,Some beans,SOYS,4,2019-06-09
6,___-Roman wrestling,GRECO,5,2019-06-09
6,British noble who never said 44-Down,EARLOFGREYSTOKE,15,2019-06-09
6,"Anastasia's love in Disney's ""Anastasia""",DIMITRI,7,2019-06-09
6,Irritably answers,SNAPSAT,7,2019-06-09
6,Purchase for a lorry,TYRE,4,2019-06-09
6,Blood-typing letters,ABO,3,2019-06-09
6,Politician's goal,SEAT,4,2019-06-09
6,Impatient dismissals,PSHAWS,6,2019-06-09
6,London's ___ Park,HYDE,4,2019-06-09
6,All over again,ANEW,4,2019-06-09
6,Not yet rented,UNLET,5,2019-06-09
6,Varicolored,PIED,4,2019-06-09
6,Like BFFs,TIGHT,5,2019-06-09
6,Formative,SEMINAL,7,2019-06-09
6,Shade of green,AVOCADO,7,2019-06-09
6,Line never said by 17-Down,METARZANYOUJANE,15,2019-06-09
6,"Iraq War danger, for short",IED,3,2019-06-09
6,Rest of the afternoon,SIESTA,6,2019-06-09
6,Economizes,SCRIMPS,7,2019-06-09
6,Common landscaping tree with acorns,PINOAK,6,2019-06-09
6,Puts the kibosh on something,STOPSIT,7,2019-06-09
6,Active ingredient in marijuana,THC,3,2019-06-09
6,Sport making its Olympic debut in Tokyo in 2020,KARATE,6,2019-06-09
6,Number of Spanish kings named Carlos,CUATRO,6,2019-06-09
6,"Small boat, maybe",BATHTOY,7,2019-06-09
6,Angel,SWEETIE,7,2019-06-09
6,"Head, slangily",NOB,3,2019-06-09
6,Home to the Eads Bridge over the Mississippi: Abbr.,STL,3,2019-06-09
6,Suffer,AIL,3,2019-06-09
6,Part of Caesar's boast,ICAME,5,2019-06-09
6,"Las ___, Canary Islands",PALMAS,6,2019-06-09
6,Opposite of kill,ENACT,5,2019-06-09
6,"Elmer, to Bugs",DOC,3,2019-06-09
6,"""Sounds good to me!""",IMIN,4,2019-06-09
6,Many a northern Iraqi,KURD,4,2019-06-09
6,Rubin ___ (classic illusion),VASE,4,2019-06-09
6,Try for a part,READ,4,2019-06-09
6,"___ Graham, Oprah's longtime beau",STEDMAN,7,2019-06-09
6,Former Penn State football coach,PATERNO,7,2019-06-09
6,"Go green, say",DYE,3,2019-06-09
6,Standing,REPUTE,6,2019-06-09
6,"Hilarious joke, in slang",GASSER,6,2019-06-09
6,Titillating,EROTIC,6,2019-06-09
6,Feudal estate,FIEF,4,2019-06-09
6,Cyrano de Bergerac's love,ROXANE,6,2019-06-09
6,How paint is usually sold,INACAN,6,2019-06-09
6,Stuns,DAZES,5,2019-06-09
6,Shiraz native,IRANI,5,2019-06-09
6,"#, to a proofreader",SPACE,5,2019-06-09
6,Performers in old-fashioned dumb shows,MIMES,5,2019-06-09
6,"Stuck, after ""in""",AJAM,4,2019-06-09
6,Buzzing,AHUM,4,2019-06-09
6,Stinky Le Pew,PEPE,4,2019-06-09
6,___ Helens,MTST,4,2019-06-09
6,Communication syst. for the deaf,TTY,3,2019-06-09
6,Comp ___ (coll. major),SCI,3,2019-06-09
6,Crossed,MET,3,2019-06-09
0,Stitches,SEWS,4,2019-06-10
0,Old workplace sitcom with Danny DeVito as a dispatcher,TAXI,4,2019-06-10
0,Flashy effect,ECLAT,5,2019-06-10
0,Honolulu's island,OAHU,4,2019-06-10
0,"""Terrible"" Russian despot",IVAN,4,2019-06-10
0,Many a New Year's resolution prescribes getting into it,SHAPE,5,2019-06-10
0,"Not strict adherence to what really happened, say",DRAMATICLICENSE,15,2019-06-10
0,Convenience at a business that doesn't take credit cards,ATM,3,2019-06-10
0,Confirmed the flavor of,TASTED,6,2019-06-10
0,Biblical garden,EDEN,4,2019-06-10
0,Surefire winner,SHOOIN,6,2019-06-10
0,Bewhiskered river swimmer,OTTER,5,2019-06-10
0,Touched down,ALIT,4,2019-06-10
0,"""Be that as it may ...""",ANYHOW,6,2019-06-10
0,When a fresh factory crew arrives,SHIFTCHANGE,11,2019-06-10
0,Singer Yoko,ONO,3,2019-06-10
0,"Elusive Tupperware components, often",LIDS,4,2019-06-10
0,Air quality watchdog created by the Nixon admin.,EPA,3,2019-06-10
0,Norway's capital,OSLO,4,2019-06-10
0,Web address,URL,3,2019-06-10
0,Archipelago forming the southernmost part of the continental U.S.,FLORIDAKEYS,11,2019-06-10
0,Gloomy pal of Winnie-the-Pooh,EEYORE,6,2019-06-10
0,Auditioner's goal,ROLE,4,2019-06-10
0,Newborn horses,FOALS,5,2019-06-10
0,Run for a long football pass,GODEEP,6,2019-06-10
0,"Singer Edith known as ""The Little Sparrow""",PIAF,4,2019-06-10
0,Disappear,VANISH,6,2019-06-10
0,"""Despicable Me"" character voiced by Steve Carell",GRU,3,2019-06-10
0,Member of an N.F.L. team transplanted to Los Angeles in 2017,SANDIEGOCHARGER,15,2019-06-10
0,"""Could you, would you, with ___?"" (Dr. Seuss line)",AGOAT,5,2019-06-10
0,Black-and-white Nabisco cookie,OREO,4,2019-06-10
0,Medics,DOCS,4,2019-06-10
0,Annual awards ... like the one actor Shalhoub won in 2018,TONYS,5,2019-06-10
0,Fret (over),STEW,4,2019-06-10
0,Poker buy-in,ANTE,4,2019-06-10
0,Fizzy drinks,SODAS,5,2019-06-10
0,Our planet,EARTH,5,2019-06-10
0,Company that makes Frisbees,WHAMO,5,2019-06-10
0,"Redundant word in front of ""total""",SUM,3,2019-06-10
0,Passenger ship in a 1912 calamity,TITANIC,7,2019-06-10
0,Hertz rival,AVIS,4,2019-06-10
0,Hobbyist's knife brand,XACTO,5,2019-06-10
0,Cove,INLET,5,2019-06-10
0,PC panic button,ESC,3,2019-06-10
0,Upbeat,CHEERY,6,2019-06-10
0,Touch down,LAND,4,2019-06-10
0,Church recess,APSE,4,2019-06-10
0,Someone who is not yet 20,TEEN,4,2019-06-10
0,Leaning,ATILT,5,2019-06-10
0,Canine collar dangler,IDTAG,5,2019-06-10
0,Lummoxes,OAFS,4,2019-06-10
0,WSW's opposite,ENE,3,2019-06-10
0,"Letter you don't pronounce in ""jeopardy"" and ""leopard""",THEO,4,2019-06-10
0,Garden waterer,HOSE,4,2019-06-10
0,"""It's ___ a matter of time""",ONLY,4,2019-06-10
0,Pursues romantically,WOOS,4,2019-06-10
0,Swivel around,SLUE,4,2019-06-10
0,Add to the payroll,HIRE,4,2019-06-10
0,Without really thinking,IDLY,4,2019-06-10
0,Mo. for fools and showers,APR,3,2019-06-10
0,Hair removal cream brand,NAIR,4,2019-06-10
0,Approved,OKED,4,2019-06-10
0,To and ___,FRO,3,2019-06-10
0,Order to party crashers,LEAVE,5,2019-06-10
0,Annual Westminster event,DOGSHOW,7,2019-06-10
0,Hawaiian greeting,ALOHA,5,2019-06-10
0,Time of lackluster performance,OFFDAY,6,2019-06-10
0,Largest city and former capital of Nigeria,LAGOS,5,2019-06-10
0,Derisive laugh sound,SNORT,5,2019-06-10
0,Prod,EGGON,5,2019-06-10
0,Standing upright,ERECT,5,2019-06-10
0,"Where the endings of 17-, 33-, 43- and 63-Across are often found",PURSE,5,2019-06-10
0,Exam for sophs. or jrs.,PSAT,4,2019-06-10
0,"""Othello"" villain",IAGO,4,2019-06-10
0,In a little while,ANON,4,2019-06-10
0,Drink that can cause brain freeze,ICEE,4,2019-06-10
0,"""___ never too late to learn""",ITS,3,2019-06-10
0,Abbr. on old vitamin bottles,RDA,3,2019-06-10
1,Simba's mate in 23-Down,NALA,4,2019-06-11
1,Snoozefest,BORE,4,2019-06-11
1,Not fully open,AJAR,4,2019-06-11
1,First mate?,ADAM,4,2019-06-11
1,"""Runnin'"" college team",UTES,4,2019-06-11
1,"""Call me the greatest!""",IRULE,5,2019-06-11
1,"56-Across, roughly translated",NOWORRIES,9,2019-06-11
1,Where to have your hair done,SALON,5,2019-06-11
1,Song that opens and closes 23-Down and whose title is literally described in this puzzle's center,CIRCLEOFLIFE,12,2019-06-11
1,Fully,INTOTO,6,2019-06-11
1,"West Coast air hub, for short",SFO,3,2019-06-11
1,Bastille Day season,ETE,3,2019-06-11
1,"""Can't be""",NAH,3,2019-06-11
1,"""Put a tiger in your tank"" gas brand",ESSO,4,2019-06-11
1,Greek group that's not in Greece,FRAT,4,2019-06-11
1,Tries to lose some pounds,DIETS,5,2019-06-11
1,Actress Fanning,ELLE,4,2019-06-11
1,Seasoning that can lead to high blood pressure,SALT,4,2019-06-11
1,Misfortunes,ILLS,4,2019-06-11
1,Show again,REAIR,5,2019-06-11
1,One who's looking,EYER,4,2019-06-11
1,Only continent larger than Africa,ASIA,4,2019-06-11
1,Radio band options,AMFM,4,2019-06-11
1,"Repeated ""Survivor"" setting",SAMOA,5,2019-06-11
1,Globes,ORBS,4,2019-06-11
1,QB tackle,SACK,4,2019-06-11
1,Slip-___ (shoes),ONS,3,2019-06-11
1,Dominate,OWN,3,2019-06-11
1,"Dug in, in a way",ATE,3,2019-06-11
1,Enthusiastic,RAHRAH,6,2019-06-11
1,Song from 23-Down,HAKUNAMATATA,12,2019-06-11
1,Getting long in the tooth,AGING,5,2019-06-11
1,23-Down setting,PRIDEROCK,9,2019-06-11
1,Gentrification raises them,RENTS,5,2019-06-11
1,Spill the beans,TELL,4,2019-06-11
1,"The ""E"" in HOMES",ERIE,4,2019-06-11
1,Best Picture winner based on events of 1979-80,ARGO,4,2019-06-11
1,College that awarded the first Ph.D. in the U.S.,YALE,4,2019-06-11
1,23-Down villain,SCAR,4,2019-06-11
1,"One of the Bobbseys, in children's literature",NAN,3,2019-06-11
1,Big fuss,ADO,3,2019-06-11
1,Martial ___,LAW,3,2019-06-11
1,1998 BP purchase,AMOCO,5,2019-06-11
1,Pack animals,BURROS,6,2019-06-11
1,Suffix with hypn-,OTIC,4,2019-06-11
1,"List quickly, with ""off""",REEL,4,2019-06-11
1,Valuable Scrabble tiles,ESSES,5,2019-06-11
1,___ Sea (almost dried-up body),ARAL,4,2019-06-11
1,Director of 23-Down on Broadway,JULIETAYMOR,11,2019-06-11
1,Overhead,ALOFT,5,2019-06-11
1,Fleming at the Met,RENEE,5,2019-06-11
1,Supports,ISFOR,5,2019-06-11
1,Bar mitzvahs and the like,RITES,5,2019-06-11
1,Job seeker's success,OFFER,5,2019-06-11
1,Neighbor of Nepal,INDIA,5,2019-06-11
1,Tough as ___,NAILS,5,2019-06-11
1,Disney movie released in June 1994,THELIONKING,11,2019-06-11
1,Appear to be,SEEM,4,2019-06-11
1,Five Norwegian kings,OLAFS,5,2019-06-11
1,"Not at the dock, say",ASEA,4,2019-06-11
1,Russian Revolution target,TSAR,4,2019-06-11
1,Bean type,LIMA,4,2019-06-11
1,"British singer Lewis with the 2008 #1 album ""Spirit""",LEONA,5,2019-06-11
1,It's worthless,TRASH,5,2019-06-11
1,Dreaded one?,RASTA,5,2019-06-11
1,Need for doing toe loops,SKATE,5,2019-06-11
1,Forehead covering,BANGS,5,2019-06-11
1,Baby rocker,CRADLE,6,2019-06-11
1,2015 Tony winner Kelli ___,OHARA,5,2019-06-11
1,Bet,WAGER,5,2019-06-11
1,Evacuate,EMPTY,5,2019-06-11
1,Long-eared lagomorphs,HARES,5,2019-06-11
1,"""Do ___ others as ...""",UNTO,4,2019-06-11
1,Word after Bay or gray,AREA,4,2019-06-11
1,Part of a cash register,TILL,4,2019-06-11
1,Tolkien monster,ORC,3,2019-06-11
1,Org. behind the Bay of Pigs invasion,CIA,3,2019-06-11
1,Lead-in to plop,KER,3,2019-06-11
2,Getting close,WARM,4,2019-06-12
2,Having obligations,INDEBT,6,2019-06-12
2,Antiquated,OLD,3,2019-06-12
2,"Making a crossing, maybe",ASEA,4,2019-06-12
2,Not so savvy about the ways of the world,NAIVER,6,2019-06-12
2,"Top of an outfit, for short?",CEO,3,2019-06-12
2,1938 Alfred Hitchcock mystery,THELADYVANISHES,15,2019-06-12
2,Air,TELEVISE,8,2019-06-12
2,Well-padded coat,PARKA,5,2019-06-12
2,Fictional Charles,NORA,4,2019-06-12
2,Assert openly,PROFESS,7,2019-06-12
2,1999 Garry Marshall comedy,RUNAWAYBRIDE,12,2019-06-12
2,They can be dangerous when split,ATOMS,5,2019-06-12
2,Cabin-building items,LOGS,4,2019-06-12
2,"Bussing on a bus, e.g., for short",PDA,3,2019-06-12
2,Scandalous suffix,GATE,4,2019-06-12
2,Conveyances on and off base,JEEPS,5,2019-06-12
2,Silent type,CLAM,4,2019-06-12
2,"""___ sells seashells ...""",SHE,3,2019-06-12
2,List for the forward-thinking,AIMS,4,2019-06-12
2,Like some oil and remarks,CRUDE,5,2019-06-12
2,"1933 James Whale sci-fi horror film, with ""The""",INVISIBLEMAN,12,2019-06-12
2,"Dutch master who painted ""Girl Reading a Letter at an Open Window""",VERMEER,7,2019-06-12
2,Czech or Pole,SLAV,4,2019-06-12
2,Self-evident truth,AXIOM,5,2019-06-12
2,Appealing to lascivious desires,PRURIENT,8,2019-06-12
2,"Amorality ... as suggested by 17-, 25- and 41-Across?",LACKOFCHARACTER,15,2019-06-12
2,"""Rocks""",ICE,3,2019-06-12
2,Mathematician John who discovered logarithms,NAPIER,6,2019-06-12
2,Stationery shade,ECRU,4,2019-06-12
2,"The shakes, for short",DTS,3,2019-06-12
2,Former friend,EXALLY,6,2019-06-12
2,Clog or pump,SHOE,4,2019-06-12
2,Light amount?,WATT,4,2019-06-12
2,Eponym of the world's largest tennis stadium,ASHE,4,2019-06-12
2,Part of a film archive,REEL,4,2019-06-12
2,"August, e.g., but not May or June",MALENAME,8,2019-06-12
2,One of the Gandhis,INDIRA,6,2019-06-12
2,Contradict,NAYSAY,6,2019-06-12
2,Cruddy joint,DIVE,4,2019-06-12
2,Adán's mate in la Biblia,EVA,3,2019-06-12
2,Jerry's partner in the frozen food aisle,BEN,3,2019-06-12
2,Camera stabilizers,TRIPODS,7,2019-06-12
2,Shade in a desert landscape,OCHRE,5,2019-06-12
2,Relatives of shallots,LEEKS,5,2019-06-12
2,Crepes in Indian cuisine,DOSAS,5,2019-06-12
2,Asserts openly,AVOWS,5,2019-06-12
2,On base,SAFE,4,2019-06-12
2,"Top hat, to a magician",PROP,4,2019-06-12
2,Fixes wrongly?,RIGS,4,2019-06-12
2,Uses for worn-out T-shirts,RAGS,4,2019-06-12
2,Geographical entity with six straight sides,UTAH,4,2019-06-12
2,"Reminder to oneself, perhaps",NOTE,4,2019-06-12
2,Grace word,BLESS,5,2019-06-12
2,"Coveted, as a position",PLUM,4,2019-06-12
2,"""Anti-art"" art movement",DADA,4,2019-06-12
2,"""Preach!""",AMEN,4,2019-06-12
2,Don't you believe it!,JIVE,4,2019-06-12
2,"Title meaning ""commander""",EMIR,4,2019-06-12
2,Cracks,CREVICES,8,2019-06-12
2,Sea creature resembling a flower,ANEMONE,7,2019-06-12
2,"Santa ___, Calif.",CLARA,5,2019-06-12
2,"""Don't worry, everything's fine""",IMOK,4,2019-06-12
2,"Country that, according to its tourist bureau, has the highest number of museums per capita",ISRAEL,6,2019-06-12
2,Not sharp,BLURRY,6,2019-06-12
2,"Not yet expired, say",VALID,5,2019-06-12
2,Spot-on,EXACT,5,2019-06-12
2,Chops finely,RICES,5,2019-06-12
2,Dr. ___,PHIL,4,2019-06-12
2,Make a lasting impression,ETCH,4,2019-06-12
2,Builder of the Domus Aurea,NERO,4,2019-06-12
2,Faithful,TRUE,4,2019-06-12
2,Copier option,FAX,3,2019-06-12
2,"Help in filing, maybe",CPA,3,2019-06-12
3,Gives the boot,CANS,4,2019-06-13
3,Tickled,GLAD,4,2019-06-13
3,Welfare,ALMS,4,2019-06-13
3,"___ Sedgwick, 1960s ""It Girl""",EDIE,4,2019-06-13
3,Wine: Prefix,OENO,4,2019-06-13
3,Regional life,BIOTA,5,2019-06-13
3,"React to pyrotechnics, say",OOHANDAAH,9,2019-06-13
3,"Showing humility, say",BOWED,5,2019-06-13
3,"*Needlepoint, e.g.",HANDIWORK,9,2019-06-13
3,Closed violently,BANGED,6,2019-06-13
3,Layer of an Italian muffuletta sandwich,SALAMI,6,2019-06-13
3,Through,VIA,3,2019-06-13
3,___ Style Awards (annual honors since 1997),ELLE,4,2019-06-13
3,Info on a highway billboard,EXIT,4,2019-06-13
3,Lights up?,CHANDELIER,10,2019-06-13
3,Partner of older,WISER,5,2019-06-13
3,*Sets the odds for,HANDICAPS,9,2019-06-13
3,Accent,STRESS,6,2019-06-13
3,Team with home games at SunTrust Park,BRAVES,6,2019-06-13
3,East African native,MASAI,5,2019-06-13
3,"Greet someone, informally",SAYHI,5,2019-06-13
